event_id,event_class,reference_time,station,positive_channels,required_station_days,crosses_day_boundary,complete_positive_channels,missing_positive_channels,station_request_usable
levent-04646,natural_impact,1972-09-12T12:36:00,S12,MH1;MH2;MHZ,1972-256,0,MH1;MH2;MHZ,,1
levent-04646,natural_impact,1972-09-12T12:36:00,S14,MH1;MH2;MHZ;SHZ,1972-256,0,MH1;MH2;SHZ,MHZ,1
levent-04662,deep_moonquake_assigned,1972-09-14T12:41:00,S12,MH1;MH2;MHZ,1972-258,0,MH1;MH2;MHZ,,1
levent-04662,deep_moonquake_assigned,1972-09-14T12:41:00,S14,MH1;MH2;SHZ,1972-258,0,MH1;MH2;SHZ,,1
levent-04662,deep_moonquake_assigned,1972-09-14T12:41:00,S15,MH1;MH2;MHZ;SHZ,1972-258,0,MH1;MH2;MHZ;SHZ,,1
levent-04662,deep_moonquake_assigned,1972-09-14T12:41:00,S16,MH1;MH2;MHZ,1972-258,0,MH1;MH2;MHZ,,1
levent-04666,natural_impact,1972-09-15T00:58:00,S12,MH1;MH2;MHZ,1972-259,0,MH1;MH2;MHZ,,1
levent-04670,natural_impact,1972-09-16T02:54:00,S15,MH1;MH2;MHZ;SHZ,1972-260,0,MH1;MH2;MHZ;SHZ,,1
levent-04672,deep_moonquake_assigned,1972-09-16T07:55:00,S12,MH1;MH2;MHZ,1972-260,0,MH1;MH2;MHZ,,1
levent-04672,deep_moonquake_assigned,1972-09-16T07:55:00,S14,MH1;MH2,1972-260,0,MH1;MH2,,1
levent-04672,deep_moonquake_assigned,1972-09-16T07:55:00,S16,MH1,1972-260,0,MH1,,1
levent-04702,natural_impact,1972-09-18T19:49:00,S15,MH1;MH2;MHZ;SHZ,1972-262,0,MH1;MH2;MHZ;SHZ,,1
levent-04705,natural_impact,1972-09-18T23:39:00,S12,MH1;MH2;MHZ,1972-262,0,MH1;MH2;MHZ,,1
levent-04705,natural_impact,1972-09-18T23:39:00,S14,MH1;MH2;SHZ,1972-262,0,MH1;MH2;SHZ,,1
levent-04739,natural_impact,1972-09-21T00:48:00,S12,MH1;MH2;MHZ,1972-265,0,MH1;MH2;MHZ,,1
levent-04739,natural_impact,1972-09-21T00:48:00,S14,MH1;MH2;SHZ,1972-265,0,MH1;MH2;SHZ,,1
levent-04739,natural_impact,1972-09-21T00:48:00,S15,MH1;MH2;MHZ,1972-265,0,MH1;MH2;MHZ,,1
levent-04739,natural_impact,1972-09-21T00:48:00,S16,MH1;MH2;MHZ;SHZ,1972-265,0,MH1;MH2;MHZ;SHZ,,1
levent-04767,natural_impact,1972-09-23T12:20:00,S12,MH1;MH2;MHZ,1972-267,0,MH1;MH2;MHZ,,1
levent-04767,natural_impact,1972-09-23T12:20:00,S14,MH1;MH2,1972-267,0,MH1;MH2,,1
levent-04767,natural_impact,1972-09-23T12:20:00,S15,MH1;MH2,1972-267,0,MH1;MH2,,1
levent-04767,natural_impact,1972-09-23T12:20:00,S16,MH1;MH2,1972-267,0,MH1;MH2,,1
levent-04869,deep_moonquake_assigned,1972-10-10T21:22:00,S12,MH1;MH2;MHZ,1972-284,0,MH1;MH2;MHZ,,1
levent-04869,deep_moonquake_assigned,1972-10-10T21:22:00,S14,MH1;MH2;SHZ,1972-284,0,MH1;MH2;SHZ,,1
levent-04869,deep_moonquake_assigned,1972-10-10T21:22:00,S15,MH1;MH2;MHZ;SHZ,1972-284,0,MH1;MH2;MHZ;SHZ,,1
levent-04869,deep_moonquake_assigned,1972-10-10T21:22:00,S16,MH1;MH2;MHZ,1972-284,0,MH1;MH2;MHZ,,1
levent-04875,deep_moonquake_assigned,1972-10-11T19:39:00,S14,MH1;MH2,1972-285,0,MH1;MH2,,1
levent-04875,deep_moonquake_assigned,1972-10-11T19:39:00,S15,MH1;MH2;MHZ,1972-285,0,MH1;MH2;MHZ,,1
levent-04875,deep_moonquake_assigned,1972-10-11T19:39:00,S16,MH1;MH2;MHZ,1972-285,0,MH1;MH2;MHZ,,1
levent-04880,deep_moonquake_assigned,1972-10-12T09:48:00,S14,MH1;MH2,1972-286,0,MH1;MH2,,1
levent-04880,deep_moonquake_assigned,1972-10-12T09:48:00,S15,MH1;MH2;MHZ,1972-286,0,MH1;MH2;MHZ,,1
levent-04880,deep_moonquake_assigned,1972-10-12T09:48:00,S16,MH1;MH2;MHZ,1972-286,0,MH1;MH2;MHZ,,1
levent-04982,natural_impact,1972-10-22T05:38:00,S15,MH1;MH2;SHZ,1972-296,0,MH1;MH2;SHZ,,1
levent-04983,natural_impact,1972-10-22T06:44:00,S15,MH1;MH2;SHZ,1972-296,0,MH1;MH2;SHZ,,1
levent-04992,deep_moonquake_assigned,1972-10-22T18:41:00,S12,MH1;MH2;MHZ,1972-296,0,MH1;MH2;MHZ,,1
levent-04992,deep_moonquake_assigned,1972-10-22T18:41:00,S14,MH1;MH2;MHZ;SHZ,1972-296,0,MH1;MH2;SHZ,MHZ,1
levent-04992,deep_moonquake_assigned,1972-10-22T18:41:00,S15,MH2,1972-296,0,MH2,,1
levent-04992,deep_moonquake_assigned,1972-10-22T18:41:00,S16,MH1;MH2;SHZ,1972-296,0,MH1;MH2;SHZ,,1
levent-05002,deep_moonquake_assigned,1972-10-23T02:10:00,S12,MH1;MH2;MHZ,1972-297,0,MH1;MH2;MHZ,,1
levent-05002,deep_moonquake_assigned,1972-10-23T02:10:00,S14,MH1;MH2,1972-297,0,MH1;MH2,,1
levent-05002,deep_moonquake_assigned,1972-10-23T02:10:00,S15,MH2,1972-297,0,MH2,,1
levent-05002,deep_moonquake_assigned,1972-10-23T02:10:00,S16,MH1;MH2,1972-297,0,MH1;MH2,,1
levent-05044,deep_moonquake_assigned,1972-10-26T10:27:00,S12,MH1;MH2;MHZ,1972-300,0,MH1;MH2;MHZ,,1
levent-05044,deep_moonquake_assigned,1972-10-26T10:27:00,S14,MH1;MH2;MHZ,1972-300,0,MH1;MH2,MHZ,1
levent-05044,deep_moonquake_assigned,1972-10-26T10:27:00,S15,MH1;MH2,1972-300,0,MH1;MH2,,1
levent-05044,deep_moonquake_assigned,1972-10-26T10:27:00,S16,MH1;MH2,1972-300,0,MH1;MH2,,1
levent-05045,natural_impact,1972-10-26T20:44:00,S12,MH1;MH2;MHZ,1972-300,0,MH1;MH2;MHZ,,1
levent-05045,natural_impact,1972-10-26T20:44:00,S14,MH1;MH2;MHZ,1972-300,0,MH1;MH2,MHZ,1
levent-05045,natural_impact,1972-10-26T20:44:00,S15,MH1;MH2;MHZ,1972-300,0,MH1;MH2;MHZ,,1
levent-05045,natural_impact,1972-10-26T20:44:00,S16,MH1;MH2;MHZ,1972-300,0,MH1;MH2;MHZ,,1
levent-05053,deep_moonquake_assigned,1972-10-27T11:13:00,S12,MH1;MH2;MHZ,1972-301,0,MH1;MH2;MHZ,,1
levent-05053,deep_moonquake_assigned,1972-10-27T11:13:00,S14,MH1;MH2;MHZ;SHZ,1972-301,0,MH1;MH2;SHZ,MHZ,1
levent-05053,deep_moonquake_assigned,1972-10-27T11:13:00,S15,MHZ,1972-301,0,MHZ,,1
levent-05085,natural_impact,1972-11-01T02:30:00,S15,MH1;MH2;SHZ,1972-306,0,MH1;MH2;SHZ,,1
levent-05128,deep_moonquake_assigned,1972-11-05T22:12:00,S12,MH1;MH2;MHZ,1972-310,0,MH1;MH2;MHZ,,1
levent-05128,deep_moonquake_assigned,1972-11-05T22:12:00,S14,MH1;MH2;SHZ,1972-310,0,MH1;MH2;SHZ,,1
levent-05128,deep_moonquake_assigned,1972-11-05T22:12:00,S15,MH1;MH2;SHZ,1972-310,0,MH1;MH2;SHZ,,1
levent-05128,deep_moonquake_assigned,1972-11-05T22:12:00,S16,MH1;MH2;MHZ;SHZ,1972-310,0,MH1;MH2;MHZ;SHZ,,1
levent-05137,natural_impact,1972-11-06T04:24:00,S14,MH1;MH2,1972-311,0,MH1;MH2,,1
levent-05137,natural_impact,1972-11-06T04:24:00,S16,MH1;MH2;MHZ;SHZ,1972-311,0,MH1;MH2;MHZ;SHZ,,1
levent-05160,deep_moonquake_assigned,1972-11-07T08:54:00,S12,MH1;MH2;MHZ,1972-312,0,MH1;MH2;MHZ,,1
levent-05160,deep_moonquake_assigned,1972-11-07T08:54:00,S14,MH1;MH2;SHZ,1972-312,0,MH1;MH2;SHZ,,1
levent-05160,deep_moonquake_assigned,1972-11-07T08:54:00,S15,MH1;MH2;MHZ,1972-312,0,MH1;MH2;MHZ,,1
levent-05160,deep_moonquake_assigned,1972-11-07T08:54:00,S16,MH1;MH2;MHZ,1972-312,0,MH1;MH2;MHZ,,1
levent-05175,deep_moonquake_assigned,1972-11-08T17:55:00,S12,MH1;MH2;MHZ,1972-313,0,MH1;MH2;MHZ,,1
levent-05175,deep_moonquake_assigned,1972-11-08T17:55:00,S14,MH2,1972-313,0,MH2,,1
levent-05175,deep_moonquake_assigned,1972-11-08T17:55:00,S15,MH2,1972-313,0,MH2,,1
levent-05175,deep_moonquake_assigned,1972-11-08T17:55:00,S16,MH1;MH2;MHZ,1972-313,0,MH1;MH2;MHZ,,1
levent-05176,natural_impact,1972-11-08T18:43:00,S16,MH1;MH2;MHZ;SHZ,1972-313,0,MH1;MH2;MHZ;SHZ,,1
levent-05186,deep_moonquake_assigned,1972-11-09T05:49:00,S14,MH1;MH2,1972-314,0,MH1;MH2,,1
levent-05186,deep_moonquake_assigned,1972-11-09T05:49:00,S15,MH1;MH2,1972-314,0,MH1;MH2,,1
levent-05186,deep_moonquake_assigned,1972-11-09T05:49:00,S16,MH1;MH2,1972-314,0,MH1;MH2,,1
levent-05194,deep_moonquake_assigned,1972-11-09T16:28:00,S16,MH1;MH2,1972-314,0,MH1;MH2,,1
levent-05208,natural_impact,1972-11-10T10:28:00,S14,MH1;MH2;MHZ;SHZ,1972-315,0,MH1;MH2;SHZ,MHZ,1
levent-05215,deep_moonquake_assigned,1972-11-10T18:12:00,S16,MH1;MH2,1972-315,0,MH1;MH2,,1
levent-05266,natural_impact,1972-11-14T07:47:00,S16,MH1;MH2;MHZ;SHZ,1972-319,0,MH1;MH2;MHZ;SHZ,,1
levent-05268,natural_impact,1972-11-14T19:25:00,S12,MH1;MH2;MHZ,1972-319,0,MH1;MH2;MHZ,,1
levent-05268,natural_impact,1972-11-14T19:25:00,S14,MH1;MH2;MHZ;SHZ,1972-319,0,MH1;MH2;SHZ,MHZ,1
levent-05268,natural_impact,1972-11-14T19:25:00,S15,MH2;MHZ,1972-319,0,MH2;MHZ,,1
levent-05268,natural_impact,1972-11-14T19:25:00,S16,MH1;MH2;MHZ;SHZ,1972-319,0,MH1;MH2;MHZ;SHZ,,1
levent-05277,natural_impact,1972-11-15T20:46:00,S12,MH1;MH2;MHZ,1972-320,0,MH1;MH2;MHZ,,1
levent-05277,natural_impact,1972-11-15T20:46:00,S14,MH1;MH2;MHZ;SHZ,1972-320,0,MH1;MH2;SHZ,MHZ,1
levent-05277,natural_impact,1972-11-15T20:46:00,S15,MH1;MH2,1972-320,0,MH1;MH2,,1
levent-05277,natural_impact,1972-11-15T20:46:00,S16,MH1;MH2;MHZ;SHZ,1972-320,0,MH1;MH2;MHZ;SHZ,,1
levent-05290,natural_impact,1972-11-16T13:30:00,S16,MH1;MH2;MHZ;SHZ,1972-321,0,MH1;MH2;MHZ;SHZ,,1
levent-05291,deep_moonquake_assigned,1972-11-16T14:00:00,S12,MH1;MH2;MHZ,1972-321,0,MH1;MH2;MHZ,,1
levent-05291,deep_moonquake_assigned,1972-11-16T14:00:00,S14,SHZ,1972-321,0,SHZ,,1
levent-05356,natural_impact,1972-11-19T18:24:00,S12,MH1;MH2;MHZ,1972-324,0,MH1;MH2;MHZ,,1
levent-05356,natural_impact,1972-11-19T18:24:00,S14,MH1;MH2;SHZ,1972-324,0,MH1;MH2;SHZ,,1
levent-05356,natural_impact,1972-11-19T18:24:00,S15,MH1;MH2;MHZ;SHZ,1972-324,0,MH1;MH2;MHZ;SHZ,,1
levent-05356,natural_impact,1972-11-19T18:24:00,S16,MH1;MH2;MHZ,1972-324,0,MH1;MH2;MHZ,,1
levent-05362,deep_moonquake_assigned,1972-11-20T15:23:00,S12,MH1;MH2;MHZ,1972-325,0,MH1;MH2;MHZ,,1
levent-05362,deep_moonquake_assigned,1972-11-20T15:23:00,S14,MH1;MH2,1972-325,0,MH1;MH2,,1
levent-05362,deep_moonquake_assigned,1972-11-20T15:23:00,S15,MH1;MH2,1972-325,0,MH1;MH2,,1
levent-05363,deep_moonquake_assigned,1972-11-20T20:18:00,S12,MH1;MH2;MHZ,1972-325,0,MH1;MH2;MHZ,,1
levent-05363,deep_moonquake_assigned,1972-11-20T20:18:00,S14,MH1;MH2;SHZ,1972-325,0,MH1;MH2;SHZ,,1
levent-05363,deep_moonquake_assigned,1972-11-20T20:18:00,S15,MH1;MH2,1972-325,0,MH1;MH2,,1
levent-05369,natural_impact,1972-11-22T20:53:00,S12,MH1;MH2;MHZ,1972-327,0,MH1;MH2;MHZ,,1
levent-05369,natural_impact,1972-11-22T20:53:00,S14,MH1;MH2;SHZ,1972-327,0,MH1;MH2;SHZ,,1
levent-05369,natural_impact,1972-11-22T20:53:00,S15,MH1;MH2,1972-327,0,MH1;MH2,,1
levent-05369,natural_impact,1972-11-22T20:53:00,S16,MH1;MH2;MHZ;SHZ,1972-327,0,MH1;MH2;MHZ;SHZ,,1
levent-05374,deep_moonquake_assigned,1972-11-24T00:32:00,S12,MH1;MH2;MHZ,1972-329,0,MH1;MH2;MHZ,,1
levent-05374,deep_moonquake_assigned,1972-11-24T00:32:00,S14,MH1;MH2;SHZ,1972-329,0,MH1;MH2;SHZ,,1
levent-05374,deep_moonquake_assigned,1972-11-24T00:32:00,S15,MH1;MH2,1972-329,0,MH1;MH2,,1
levent-05374,deep_moonquake_assigned,1972-11-24T00:32:00,S16,MH1;MH2,1972-329,0,MH1;MH2,,1
levent-05378,natural_impact,1972-11-24T21:37:00,S12,MH1;MH2;MHZ,1972-329,0,MH1;MH2;MHZ,,1
levent-05378,natural_impact,1972-11-24T21:37:00,S14,MH1;MH2;SHZ,1972-329,0,MH1;MH2;SHZ,,1
levent-05378,natural_impact,1972-11-24T21:37:00,S15,MH1;MH2,1972-329,0,MH1;MH2,,1
levent-05378,natural_impact,1972-11-24T21:37:00,S16,MH1;MH2;MHZ;SHZ,1972-329,0,MH1;MH2;MHZ;SHZ,,1
levent-05381,deep_moonquake_assigned,1972-11-25T02:37:00,S12,MH1;MH2;MHZ,1972-330,0,MH1;MH2;MHZ,,1
levent-05381,deep_moonquake_assigned,1972-11-25T02:37:00,S14,MH1;MH2,1972-330,0,MH1;MH2,,1
levent-05381,deep_moonquake_assigned,1972-11-25T02:37:00,S16,MH1;MH2,1972-330,0,MH1;MH2,,1
levent-05400,natural_impact,1972-12-02T07:58:00,S12,MH2;MHZ,1972-337,0,MH2;MHZ,,1
levent-05400,natural_impact,1972-12-02T07:58:00,S14,MH2;MHZ;SHZ,1972-337,0,MH2;SHZ,MHZ,1
levent-05400,natural_impact,1972-12-02T07:58:00,S15,SHZ,1972-337,0,SHZ,,1
levent-05401,natural_impact,1972-12-02T21:46:00,S12,MH1;MH2;MHZ,1972-337,0,MH1;MH2;MHZ,,1
levent-05401,natural_impact,1972-12-02T21:46:00,S14,MH1;MH2,1972-337,0,MH1;MH2,,1
levent-05401,natural_impact,1972-12-02T21:46:00,S15,MH1;MH2;MHZ,1972-337,0,MH1;MH2;MHZ,,1
levent-05401,natural_impact,1972-12-02T21:46:00,S16,MH1;MH2;MHZ,1972-337,0,MH1;MH2;MHZ,,1
levent-05403,natural_impact,1972-12-03T02:38:00,S12,MH1;MH2;MHZ,1972-338,0,MH1;MH2;MHZ,,1
levent-05403,natural_impact,1972-12-03T02:38:00,S14,MH1;MH2,1972-338,0,MH1;MH2,,1
levent-05403,natural_impact,1972-12-03T02:38:00,S15,MH1;MH2;MHZ,1972-338,0,MH1;MH2;MHZ,,1
levent-05403,natural_impact,1972-12-03T02:38:00,S16,MH1;MH2;MHZ,1972-338,0,MH1;MH2;MHZ,,1
levent-05443,natural_impact,1972-12-06T14:09:00,S12,MH1;MH2;MHZ,1972-341,0,MH1;MH2;MHZ,,1
levent-05443,natural_impact,1972-12-06T14:09:00,S14,MH1;MH2,1972-341,0,MH1;MH2,,1
levent-05443,natural_impact,1972-12-06T14:09:00,S15,MH1;MH2;MHZ,1972-341,0,MH1;MH2;MHZ,,1
levent-05443,natural_impact,1972-12-06T14:09:00,S16,MH1;MH2;MHZ,1972-341,0,MH1;MH2;MHZ,,1
levent-05474,deep_moonquake_assigned,1972-12-09T20:03:00,S12,MH1;MH2;MHZ,1972-344,0,MH1;MH2;MHZ,,1
levent-05474,deep_moonquake_assigned,1972-12-09T20:03:00,S14,MH1;MH2,1972-344,0,MH1;MH2,,1
levent-05474,deep_moonquake_assigned,1972-12-09T20:03:00,S16,MH1,1972-344,0,MH1,,1
levent-05476,deep_moonquake_assigned,1972-12-10T06:00:00,S12,MH1;MH2;MHZ,1972-345,0,MH1;MH2;MHZ,,1
levent-05476,deep_moonquake_assigned,1972-12-10T06:00:00,S14,MH1;MH2,1972-345,0,MH1;MH2,,1
levent-05476,deep_moonquake_assigned,1972-12-10T06:00:00,S15,MH1;MH2;MHZ;SHZ,1972-345,0,MH1;MH2;MHZ;SHZ,,1
levent-05481,artificial_impact_sivb,1972-12-10T20:32:00,S12,MH1;MH2;MHZ,1972-345,0,MH1;MH2;MHZ,,1
levent-05481,artificial_impact_sivb,1972-12-10T20:32:00,S14,MH1;MH2;SHZ,1972-345,0,MH1;MH2;SHZ,,1
levent-05481,artificial_impact_sivb,1972-12-10T20:32:00,S15,MH1;MH2;MHZ;SHZ,1972-345,0,MH1;MH2;MHZ;SHZ,,1
levent-05481,artificial_impact_sivb,1972-12-10T20:32:00,S16,MH1;MH2;MHZ;SHZ,1972-345,0,MH1;MH2;MHZ;SHZ,,1
levent-05491,natural_impact,1972-12-12T14:55:00,S12,MH1;MH2;MHZ,1972-347,0,MH1;MH2;MHZ,,1
levent-05491,natural_impact,1972-12-12T14:55:00,S14,SHZ,1972-347,0,SHZ,,1
levent-05496,deep_moonquake_assigned,1972-12-13T17:50:00,S12,MH1;MH2;MHZ,1972-348,0,MH1;MH2;MHZ,,1
levent-05496,deep_moonquake_assigned,1972-12-13T17:50:00,S14,MH1;MH2,1972-348,0,MH1;MH2,,1
levent-05496,deep_moonquake_assigned,1972-12-13T17:50:00,S16,MH1;MH2;MHZ,1972-348,0,MH1;MH2;MHZ,,1
levent-05506,artificial_impact_lm,1972-12-15T06:52:00,S12,MH1;MH2;MHZ,1972-350,0,MH1;MH2;MHZ,,1
levent-05506,artificial_impact_lm,1972-12-15T06:52:00,S14,MH1;MH2;SHZ,1972-350,0,MH1;MH2;SHZ,,1
levent-05506,artificial_impact_lm,1972-12-15T06:52:00,S15,MH1;MH2;MHZ;SHZ,1972-350,0,MH1;MH2;MHZ;SHZ,,1
levent-05506,artificial_impact_lm,1972-12-15T06:52:00,S16,MH1;MH2;MHZ;SHZ,1972-350,0,MH1;MH2;MHZ;SHZ,,1
levent-05537,deep_moonquake_assigned,1972-12-18T00:23:00,S12,MH1;MH2;MHZ,1972-353,0,MH1;MH2;MHZ,,1
levent-05537,deep_moonquake_assigned,1972-12-18T00:23:00,S14,MH1;MH2,1972-353,0,MH1;MH2,,1
levent-05537,deep_moonquake_assigned,1972-12-18T00:23:00,S15,MH1;MH2;MHZ,1972-353,0,MH1;MH2;MHZ,,1
levent-05537,deep_moonquake_assigned,1972-12-18T00:23:00,S16,MH1;MH2;MHZ,1972-353,0,MH1;MH2;MHZ,,1
levent-05541,deep_moonquake_assigned,1972-12-19T21:49:00,S12,MH1;MH2;MHZ,1972-354,0,MH1;MH2;MHZ,,1
levent-05541,deep_moonquake_assigned,1972-12-19T21:49:00,S14,MH1;MH2;SHZ,1972-354,0,MH1;MH2;SHZ,,1
levent-05541,deep_moonquake_assigned,1972-12-19T21:49:00,S15,MH1;MH2;MHZ;SHZ,1972-354,0,MH1;MH2;MHZ;SHZ,,1
levent-05541,deep_moonquake_assigned,1972-12-19T21:49:00,S16,MH1;MH2;MHZ;SHZ,1972-354,0,MH1;MH2;MHZ;SHZ,,1
levent-05555,deep_moonquake_assigned,1972-12-21T16:30:00,S12,MH1;MH2;MHZ,1972-356,0,MH1;MH2;MHZ,,1
levent-05555,deep_moonquake_assigned,1972-12-21T16:30:00,S14,MH1;MH2;SHZ,1972-356,0,MH1;MH2;SHZ,,1
levent-05555,deep_moonquake_assigned,1972-12-21T16:30:00,S15,MH1;MH2;SHZ,1972-356,0,MH1;MH2;SHZ,,1
levent-05555,deep_moonquake_assigned,1972-12-21T16:30:00,S16,MH1;MH2,1972-356,0,MH1;MH2,,1
levent-05566,deep_moonquake_assigned,1972-12-23T10:40:00,S12,MH1;MH2;MHZ,1972-358,0,MH1;MH2;MHZ,,1
levent-05566,deep_moonquake_assigned,1972-12-23T10:40:00,S14,MH1;MH2,1972-358,0,MH1;MH2,,1
levent-05566,deep_moonquake_assigned,1972-12-23T10:40:00,S15,MH1;MH2,1972-358,0,MH1;MH2,,1
levent-05566,deep_moonquake_assigned,1972-12-23T10:40:00,S16,MH1;MH2;MHZ,1972-358,0,MH1;MH2;MHZ,,1
levent-05570,deep_moonquake_assigned,1972-12-24T10:39:00,S12,MH1;MH2;MHZ,1972-359,0,MH1;MH2;MHZ,,1
levent-05570,deep_moonquake_assigned,1972-12-24T10:39:00,S14,MH1;MH2,1972-359,0,MH1;MH2,,1
levent-05570,deep_moonquake_assigned,1972-12-24T10:39:00,S15,MH1;MH2,1972-359,0,MH1;MH2,,1
levent-05617,deep_moonquake_assigned,1973-01-01T06:35:00,S14,MH1;MH2,1973-001,0,MH1;MH2,,1
levent-05619,deep_moonquake_assigned,1973-01-01T11:32:00,S12,MH1;MH2;MHZ,1973-001,0,MH1;MH2;MHZ,,1
levent-05619,deep_moonquake_assigned,1973-01-01T11:32:00,S14,MH1;MH2;SHZ,1973-001,0,MH1;MH2;SHZ,,1
levent-05619,deep_moonquake_assigned,1973-01-01T11:32:00,S15,MH1;MH2,1973-001,0,MH1;MH2,,1
levent-05619,deep_moonquake_assigned,1973-01-01T11:32:00,S16,MH1;MH2;MHZ,1973-001,0,MH1;MH2;MHZ,,1
levent-05633,deep_moonquake_assigned,1973-01-02T16:32:00,S14,MH1;MH2,1973-002,0,MH1;MH2,,1
levent-05634,deep_moonquake_assigned,1973-01-02T17:48:00,S14,MH1;MH2,1973-002,0,MH1;MH2,,1
levent-05639,deep_moonquake_assigned,1973-01-03T02:44:00,S14,MH1;MH2,1973-003,0,MH1;MH2,,1
levent-05639,deep_moonquake_assigned,1973-01-03T02:44:00,S15,MH1;MH2;MHZ,1973-003,0,MH1;MH2;MHZ,,1
levent-05639,deep_moonquake_assigned,1973-01-03T02:44:00,S16,MH1;MH2;MHZ,1973-003,0,MH1;MH2;MHZ,,1
levent-05643,deep_moonquake_assigned,1973-01-03T15:48:00,S16,MH1;MH2;MHZ,1973-003,0,MH1;MH2;MHZ,,1
levent-05647,natural_impact,1973-01-03T21:33:00,S14,SHZ,1973-003,0,SHZ,,1
levent-05660,deep_moonquake_assigned,1973-01-04T23:55:00,S12,MH1;MH2;MHZ,1973-004;1973-005,1,MH1;MH2;MHZ,,1
levent-05660,deep_moonquake_assigned,1973-01-04T23:55:00,S14,MH1;MH2,1973-004;1973-005,1,MH1;MH2,,1
levent-05660,deep_moonquake_assigned,1973-01-04T23:55:00,S16,MH1;MH2;MHZ,1973-004;1973-005,1,MH1;MH2;MHZ,,1
levent-05669,deep_moonquake_assigned,1973-01-05T22:52:00,S12,MH1;MH2;MHZ,1973-005,0,MH1;MH2;MHZ,,1
levent-05669,deep_moonquake_assigned,1973-01-05T22:52:00,S14,MH1;MH2,1973-005,0,MH1;MH2,,1
levent-05669,deep_moonquake_assigned,1973-01-05T22:52:00,S15,MH1;MH2;MHZ,1973-005,0,MH1;MH2;MHZ,,1
levent-05669,deep_moonquake_assigned,1973-01-05T22:52:00,S16,MH1;MH2;MHZ;SHZ,1973-005,0,MH1;MH2;MHZ;SHZ,,1
levent-05670,deep_moonquake_assigned,1973-01-06T05:37:00,S12,MH1;MH2;MHZ,1973-006,0,MH1;MH2;MHZ,,1
levent-05670,deep_moonquake_assigned,1973-01-06T05:37:00,S14,MH1;MH2;SHZ,1973-006,0,MH1;MH2;SHZ,,1
levent-05670,deep_moonquake_assigned,1973-01-06T05:37:00,S16,MH1;MH2,1973-006,0,MH1;MH2,,1
levent-05697,deep_moonquake_assigned,1973-01-11T18:15:00,S12,MH1;MH2;MHZ,1973-011,0,MH1;MH2;MHZ,,1
levent-05697,deep_moonquake_assigned,1973-01-11T18:15:00,S16,MH1;MH2;MHZ,1973-011,0,MH1;MH2;MHZ,,1
levent-05710,deep_moonquake_assigned,1973-01-13T03:46:00,S12,MH1;MH2;MHZ,1973-013,0,MH1;MH2;MHZ,,1
levent-05710,deep_moonquake_assigned,1973-01-13T03:46:00,S14,MH1;MH2,1973-013,0,MH1;MH2,,1
levent-05710,deep_moonquake_assigned,1973-01-13T03:46:00,S16,MH1;MH2;MHZ,1973-013,0,MH1;MH2;MHZ,,1
levent-05734,deep_moonquake_assigned,1973-01-15T18:48:00,S14,SHZ,1973-015,0,SHZ,,1
levent-05756,natural_impact,1973-01-18T23:01:00,S12,MH1;MH2;MHZ,1973-018,0,MH1;MH2;MHZ,,1
levent-05756,natural_impact,1973-01-18T23:01:00,S14,MH1;MH2;SHZ,1973-018,0,MH1;MH2;SHZ,,1
levent-05756,natural_impact,1973-01-18T23:01:00,S15,MH1;MH2;MHZ,1973-018,0,MH1;MH2;MHZ,,1
levent-05756,natural_impact,1973-01-18T23:01:00,S16,MH1;MH2;MHZ;SHZ,1973-018,0,MH1;MH2;MHZ;SHZ,,1
levent-05757,natural_impact,1973-01-18T23:59:00,S12,MH1;MH2;MHZ,1973-018;1973-019,1,MH1;MH2;MHZ,,1
levent-05757,natural_impact,1973-01-18T23:59:00,S14,MH1;MH2;SHZ,1973-018;1973-019,1,MH1;MH2;SHZ,,1
levent-05757,natural_impact,1973-01-18T23:59:00,S16,MH1;MH2;MHZ;SHZ,1973-018;1973-019,1,MH1;MH2;MHZ;SHZ,,1
levent-05764,deep_moonquake_assigned,1973-01-20T00:04:00,S12,MH1;MH2;MHZ,1973-020,0,MH1;MH2;MHZ,,1
levent-05764,deep_moonquake_assigned,1973-01-20T00:04:00,S16,MH1;MH2;MHZ,1973-020,0,MH1;MH2;MHZ,,1
levent-05810,deep_moonquake_assigned,1973-01-29T13:24:00,S14,SHZ,1973-029,0,SHZ,,1
levent-05818,natural_impact,1973-01-31T00:44:00,S12,MH1;MH2;MHZ,1973-031,0,MH1;MH2;MHZ,,1
levent-05818,natural_impact,1973-01-31T00:44:00,S14,MH1;MH2,1973-031,0,MH1;MH2,,1
levent-05818,natural_impact,1973-01-31T00:44:00,S15,MH1;MH2,1973-031,0,MH1;MH2,,1
levent-05818,natural_impact,1973-01-31T00:44:00,S16,MH1;MH2;MHZ,1973-031,0,MH1;MH2;MHZ,,1
levent-05828,deep_moonquake_assigned,1973-02-01T13:51:00,S12,MH2;MHZ,1973-032,0,MH2;MHZ,,1
levent-05828,deep_moonquake_assigned,1973-02-01T13:51:00,S14,MH1;MH2;SHZ,1973-032,0,MH1;MH2;SHZ,,1
levent-05828,deep_moonquake_assigned,1973-02-01T13:51:00,S15,MH1;MHZ;SHZ,1973-032,0,MH1;MHZ;SHZ,,1
levent-05830,deep_moonquake_assigned,1973-02-01T18:59:00,S12,MH1;MH2;MHZ,1973-032,0,MH1;MH2;MHZ,,1
