event_id,event_class,reference_time,station,positive_channels,required_station_days,crosses_day_boundary,complete_positive_channels,missing_positive_channels,station_request_usable
levent-05830,deep_moonquake_assigned,1973-02-01T18:59:00,S14,MH1;MH2;SHZ,1973-032,0,MH1;MH2;SHZ,,1
levent-05830,deep_moonquake_assigned,1973-02-01T18:59:00,S16,MH1,1973-032,0,MH1,,1
levent-05833,natural_impact,1973-02-02T10:44:00,S12,MH1,1973-033,0,MH1,,1
levent-05833,natural_impact,1973-02-02T10:44:00,S14,MH1;MH2;SHZ,1973-033,0,MH1;MH2;SHZ,,1
levent-05833,natural_impact,1973-02-02T10:44:00,S15,MH1;MH2,1973-033,0,MH1;MH2,,1
levent-05833,natural_impact,1973-02-02T10:44:00,S16,MH1,1973-033,0,MH1,,1
levent-05853,natural_impact,1973-02-05T20:59:00,S12,MH1;MH2;MHZ,1973-036,0,MH1;MH2;MHZ,,1
levent-05853,natural_impact,1973-02-05T20:59:00,S14,MH1;MH2;SHZ,1973-036,0,MH1;MH2;SHZ,,1
levent-05853,natural_impact,1973-02-05T20:59:00,S15,MH1;MH2;MHZ;SHZ,1973-036,0,MH1;MH2;MHZ;SHZ,,1
levent-05860,deep_moonquake_assigned,1973-02-07T11:18:00,S14,MH1;MH2,1973-038,0,MH1;MH2,,1
levent-05860,deep_moonquake_assigned,1973-02-07T11:18:00,S15,MH1;MH2;MHZ,1973-038,0,MH1;MH2;MHZ,,1
levent-05860,deep_moonquake_assigned,1973-02-07T11:18:00,S16,MH1,1973-038,0,MH1,,1
levent-05862,deep_moonquake_assigned,1973-02-09T02:24:00,S14,MH1;MH2;SHZ,1973-040,0,MH1;MH2;SHZ,,1
levent-05862,deep_moonquake_assigned,1973-02-09T02:24:00,S15,MH1;MH2,1973-040,0,MH1;MH2,,1
levent-05862,deep_moonquake_assigned,1973-02-09T02:24:00,S16,MH1,1973-040,0,MH1,,1
levent-05888,deep_moonquake_assigned,1973-02-11T16:47:00,S12,MH1;MH2;MHZ,1973-042,0,MH1;MH2;MHZ,,1
levent-05888,deep_moonquake_assigned,1973-02-11T16:47:00,S14,MH1;MH2;SHZ,1973-042,0,MH1;MH2;SHZ,,1
levent-05888,deep_moonquake_assigned,1973-02-11T16:47:00,S16,MH1;MH2;MHZ;SHZ,1973-042,0,MH1;MH2;MHZ;SHZ,,1
levent-05894,natural_impact,1973-02-12T10:56:00,S12,MHZ,1973-043,0,MHZ,,1
levent-05894,natural_impact,1973-02-12T10:56:00,S14,MH2;SHZ,1973-043,0,MH2;SHZ,,1
levent-05894,natural_impact,1973-02-12T10:56:00,S15,MH1;MH2,1973-043,0,MH1;MH2,,1
levent-05894,natural_impact,1973-02-12T10:56:00,S16,MH1;MH2;MHZ;SHZ,1973-043,0,MH1;MH2;MHZ;SHZ,,1
levent-05926,natural_impact,1973-02-14T17:37:00,S15,MH1;MH2;MHZ;SHZ,1973-045,0,MH1;MH2;MHZ;SHZ,,1
levent-05949,natural_impact,1973-02-15T23:35:00,S12,MH1;MH2;MHZ,1973-046,0,MH1;MH2;MHZ,,1
levent-05949,natural_impact,1973-02-15T23:35:00,S14,MH2;MHZ,1973-046,0,MH2,MHZ,1
levent-05949,natural_impact,1973-02-15T23:35:00,S15,MH1;MH2;MHZ,1973-046,0,MH1;MH2;MHZ,,1
levent-06010,deep_moonquake_assigned,1973-02-26T06:09:00,S16,MH1;MH2;MHZ,1973-057,0,MH1;MH2;MHZ,,1
levent-06027,deep_moonquake_assigned,1973-03-01T07:15:00,S12,MH1;MH2;MHZ,1973-060,0,MH1;MH2;MHZ,,1
levent-06027,deep_moonquake_assigned,1973-03-01T07:15:00,S14,MH1;MH2;SHZ,1973-060,0,MH1;MH2;SHZ,,1
levent-06027,deep_moonquake_assigned,1973-03-01T07:15:00,S15,MH1;MH2,1973-060,0,MH1;MH2,,1
levent-06027,deep_moonquake_assigned,1973-03-01T07:15:00,S16,MH1;MHZ,1973-060,0,MH1;MHZ,,1
levent-06033,natural_impact,1973-03-07T08:54:00,S15,MH1;MH2;MHZ,1973-066,0,MH1;MH2;MHZ,,1
levent-06033,natural_impact,1973-03-07T08:54:00,S16,MH1;MHZ,1973-066,0,MH1;MHZ,,1
levent-06039,deep_moonquake_assigned,1973-03-09T18:38:00,S12,MH1;MH2;MHZ,1973-068,0,MH1;MH2;MHZ,,1
levent-06039,deep_moonquake_assigned,1973-03-09T18:38:00,S14,MH1;MH2;SHZ,1973-068,0,MH1;MH2;SHZ,,1
levent-06039,deep_moonquake_assigned,1973-03-09T18:38:00,S15,MH2,1973-068,0,MH2,,1
levent-06039,deep_moonquake_assigned,1973-03-09T18:38:00,S16,MH1;MHZ;SHZ,1973-068,0,MH1;MHZ;SHZ,,1
levent-06041,deep_moonquake_assigned,1973-03-11T13:45:00,S14,MH1;MH2;SHZ,1973-070,0,MH1;MH2;SHZ,,1
levent-06046,deep_moonquake_assigned,1973-03-12T08:38:00,S12,MH1;MH2;MHZ,1973-071,0,MH1;MH2;MHZ,,1
levent-06046,deep_moonquake_assigned,1973-03-12T08:38:00,S14,MH1;MH2;SHZ,1973-071,0,MH1;MH2;SHZ,,1
levent-06048,natural_impact,1973-03-12T20:40:00,S12,MH1;MH2;MHZ,1973-071,0,MH1;MH2;MHZ,,1
levent-06048,natural_impact,1973-03-12T20:40:00,S14,MH1;MH2;SHZ,1973-071,0,MH1;MH2;SHZ,,1
levent-06048,natural_impact,1973-03-12T20:40:00,S15,MH1;MH2;MHZ,1973-071,0,MH1;MH2;MHZ,,1
levent-06048,natural_impact,1973-03-12T20:40:00,S16,MH1;MH2;MHZ,1973-071,0,MH1;MH2;MHZ,,1
levent-06052,natural_impact,1973-03-13T22:07:00,S15,MH1;MH2;SHZ,1973-072,0,MH1;MH2;SHZ,,1
levent-06072,natural_impact,1973-03-15T13:46:00,S12,MHZ,1973-074,0,MHZ,,1
levent-06072,natural_impact,1973-03-15T13:46:00,S15,MH2,1973-074,0,MH2,,1
levent-06072,natural_impact,1973-03-15T13:46:00,S16,MH1;MH2;MHZ;SHZ,1973-074,0,MH1;MH2;MHZ;SHZ,,1
levent-06100,natural_impact,1973-03-17T08:58:00,S12,MH1;MH2;MHZ,1973-076,0,MH1;MH2;MHZ,,1
levent-06100,natural_impact,1973-03-17T08:58:00,S14,MH1,1973-076,0,MH1,,1
levent-06100,natural_impact,1973-03-17T08:58:00,S15,MH1;MH2,1973-076,0,MH1;MH2,,1
levent-06100,natural_impact,1973-03-17T08:58:00,S16,MH1;MH2;MHZ;SHZ,1973-076,0,MH1;MH2;MHZ;SHZ,,1
levent-06116,natural_impact,1973-03-19T11:32:00,S16,MH1;MH2;MHZ;SHZ,1973-078,0,MH1;MH2;MHZ;SHZ,,1
levent-06122,natural_impact,1973-03-20T09:46:00,S14,MH1;MH2;SHZ,1973-079,0,MH1;MH2;SHZ,,1
levent-06129,natural_impact,1973-03-22T15:18:00,S12,MH1;MH2;MHZ,1973-081,0,MH1;MH2;MHZ,,1
levent-06129,natural_impact,1973-03-22T15:18:00,S14,MH1;MH2;SHZ,1973-081,0,MH1;MH2;SHZ,,1
levent-06129,natural_impact,1973-03-22T15:18:00,S15,MH1;MH2;MHZ;SHZ,1973-081,0,MH1;MH2;MHZ;SHZ,,1
levent-06129,natural_impact,1973-03-22T15:18:00,S16,MH1;MH2;MHZ;SHZ,1973-081,0,MH1;MH2;MHZ;SHZ,,1
levent-06137,natural_impact,1973-03-23T17:07:00,S14,MH2;MHZ,1973-082,0,MH2,MHZ,1
levent-06137,natural_impact,1973-03-23T17:07:00,S15,MH2;MHZ;SHZ,1973-082,0,MH2;MHZ;SHZ,,1
levent-06142,natural_impact,1973-03-24T19:23:00,S12,MH1;MH2;MHZ,1973-083,0,MH1;MH2;MHZ,,1
levent-06142,natural_impact,1973-03-24T19:23:00,S14,MH1;MH2;SHZ,1973-083,0,MH1;MH2;SHZ,,1
levent-06144,deep_moonquake_assigned,1973-03-25T09:00:00,S12,MH1;MH2;MHZ,1973-084,0,MH1;MH2;MHZ,,1
levent-06168,natural_impact,1973-03-27T15:10:00,S12,MH1;MH2;MHZ,1973-086,0,MH1;MH2;MHZ,,1
levent-06168,natural_impact,1973-03-27T15:10:00,S14,MH1;MH2;SHZ,1973-086,0,MH1;MH2;SHZ,,1
levent-06168,natural_impact,1973-03-27T15:10:00,S15,MH1;MH2;MHZ,1973-086,0,MH1;MH2;MHZ,,1
levent-06168,natural_impact,1973-03-27T15:10:00,S16,MH1;MH2;MHZ;SHZ,1973-086,0,MH1;MH2;MHZ;SHZ,,1
levent-06181,deep_moonquake_assigned,1973-03-29T06:39:00,S12,MH1;MH2;MHZ,1973-088,0,MH1;MH2;MHZ,,1
levent-06181,deep_moonquake_assigned,1973-03-29T06:39:00,S14,MH1;MH2,1973-088,0,MH1;MH2,,1
levent-06181,deep_moonquake_assigned,1973-03-29T06:39:00,S15,MH1;MHZ,1973-088,0,MH1;MHZ,,1
levent-06197,deep_moonquake_assigned,1973-04-01T13:34:00,S12,MH1;MH2;MHZ,1973-091,0,MH1;MH2;MHZ,,1
levent-06197,deep_moonquake_assigned,1973-04-01T13:34:00,S14,MH1;MH2,1973-091,0,MH1;MH2,,1
levent-06197,deep_moonquake_assigned,1973-04-01T13:34:00,S16,MH1;MHZ,1973-091,0,MH1;MHZ,,1
levent-06217,natural_impact,1973-04-04T19:27:00,S14,SHZ,1973-094,0,SHZ,,1
levent-06217,natural_impact,1973-04-04T19:27:00,S15,MH1;MH2;MHZ;SHZ,1973-094,0,MH1;MH2;MHZ;SHZ,,1
levent-06219,deep_moonquake_assigned,1973-04-05T00:00:00,S12,MH1;MH2;MHZ,1973-094;1973-095,1,MH1;MH2;MHZ,,1
levent-06219,deep_moonquake_assigned,1973-04-05T00:00:00,S14,MH1;MH2;SHZ,1973-094;1973-095,1,MH1;MH2;SHZ,,1
levent-06219,deep_moonquake_assigned,1973-04-05T00:00:00,S16,MH1;MHZ,1973-094;1973-095,1,MH1;MHZ,,1
levent-06236,deep_moonquake_assigned,1973-04-08T07:31:00,S14,MH1;MH2;SHZ,1973-098,0,MH1;MH2;SHZ,,1
levent-06236,deep_moonquake_assigned,1973-04-08T07:31:00,S15,MH1;MH2,1973-098,0,MH1;MH2,,1
levent-06236,deep_moonquake_assigned,1973-04-08T07:31:00,S16,MH1;SHZ,1973-098,0,MH1;SHZ,,1
levent-06241,deep_moonquake_assigned,1973-04-08T19:02:00,S12,MH1;MH2;MHZ,1973-098,0,MH1;MH2;MHZ,,1
levent-06241,deep_moonquake_assigned,1973-04-08T19:02:00,S14,MH1;MH2;SHZ,1973-098,0,MH1;MH2;SHZ,,1
levent-06251,natural_impact,1973-04-18T02:50:00,S14,MH1;MH2;SHZ,1973-108,0,MH1;MH2;SHZ,,1
levent-06252,natural_impact,1973-04-18T03:48:00,S15,MH1;MH2;SHZ,1973-108,0,MH1;MH2;SHZ,,1
levent-06261,deep_moonquake_assigned,1973-04-21T20:28:00,S12,MH1;MH2;MHZ,1973-111,0,MH1;MH2;MHZ,,1
levent-06261,deep_moonquake_assigned,1973-04-21T20:28:00,S14,MH1;MH2,1973-111,0,MH1;MH2,,1
levent-06263,natural_impact,1973-04-23T13:56:00,S12,MH1;MH2;MHZ,1973-113,0,MH1;MH2;MHZ,,1
levent-06291,deep_moonquake_assigned,1973-04-27T02:40:00,S14,MHZ,1973-117,0,,MHZ,0
levent-06291,deep_moonquake_assigned,1973-04-27T02:40:00,S16,MH1;MH2;MHZ;SHZ,1973-117,0,MH1;MH2;MHZ;SHZ,,1
levent-06297,natural_impact,1973-04-28T05:47:00,S15,MH1;MH2;MHZ;SHZ,1973-118,0,MH1;MH2;MHZ;SHZ,,1
levent-06316,natural_impact,1973-04-29T22:42:00,S12,MH1;MH2;MHZ,1973-119,0,MH1;MH2;MHZ,,1
levent-06316,natural_impact,1973-04-29T22:42:00,S14,MH1;MH2,1973-119,0,MH1;MH2,,1
levent-06316,natural_impact,1973-04-29T22:42:00,S15,MH1;MH2,1973-119,0,MH1;MH2,,1
levent-06316,natural_impact,1973-04-29T22:42:00,S16,MH1;MH2,1973-119,0,MH1;MH2,,1
levent-06336,deep_moonquake_assigned,1973-05-03T01:54:00,S12,MH1;MH2;MHZ,1973-123,0,MH1;MH2;MHZ,,1
levent-06336,deep_moonquake_assigned,1973-05-03T01:54:00,S14,MH1;MH2,1973-123,0,MH1;MH2,,1
levent-06336,deep_moonquake_assigned,1973-05-03T01:54:00,S16,MH1;MH2,1973-123,0,MH1;MH2,,1
levent-06343,deep_moonquake_assigned,1973-05-03T15:44:00,S12,MH1;MH2;MHZ,1973-123,0,MH1;MH2;MHZ,,1
levent-06343,deep_moonquake_assigned,1973-05-03T15:44:00,S14,MH1;MH2;SHZ,1973-123,0,MH1;MH2;SHZ,,1
levent-06343,deep_moonquake_assigned,1973-05-03T15:44:00,S15,MH2,1973-123,0,MH2,,1
levent-06343,deep_moonquake_assigned,1973-05-03T15:44:00,S16,MH1;MH2,1973-123,0,MH1;MH2,,1
levent-06357,deep_moonquake_assigned,1973-05-06T02:54:00,S12,MH1;MH2;MHZ,1973-126,0,MH1;MH2;MHZ,,1
levent-06357,deep_moonquake_assigned,1973-05-06T02:54:00,S14,MH1;MH2;SHZ,1973-126,0,MH1;MH2;SHZ,,1
levent-06357,deep_moonquake_assigned,1973-05-06T02:54:00,S15,MH2,1973-126,0,MH2,,1
levent-06359,deep_moonquake_assigned,1973-05-07T19:07:00,S12,MH1;MH2;MHZ,1973-127,0,MH1;MH2;MHZ,,1
levent-06359,deep_moonquake_assigned,1973-05-07T19:07:00,S14,MH1;MH2;SHZ,1973-127,0,MH1;MH2;SHZ,,1
levent-06359,deep_moonquake_assigned,1973-05-07T19:07:00,S16,MH1;MH2;MHZ,1973-127,0,MH1;MH2;MHZ,,1
levent-06363,natural_impact,1973-05-09T11:45:00,S12,MH1;MH2;MHZ,1973-129,0,MH1;MH2;MHZ,,1
levent-06363,natural_impact,1973-05-09T11:45:00,S14,MH1;MH2;SHZ,1973-129,0,MH1;MH2;SHZ,,1
levent-06363,natural_impact,1973-05-09T11:45:00,S15,MH1;MH2,1973-129,0,MH1;MH2,,1
levent-06363,natural_impact,1973-05-09T11:45:00,S16,MH2;MHZ;SHZ,1973-129,0,MH2;MHZ;SHZ,,1
levent-06364,natural_impact,1973-05-09T18:51:00,S14,MH1;MH2;SHZ,1973-129,0,MH1;MH2;SHZ,,1
levent-06382,natural_impact,1973-05-14T00:44:00,S12,MH1;MH2;MHZ,1973-134,0,MH1;MH2;MHZ,,1
levent-06451,natural_impact,1973-05-26T01:02:00,S12,MH1;MH2;MHZ,1973-146,0,MH1;MH2;MHZ,,1
levent-06451,natural_impact,1973-05-26T01:02:00,S14,MH1;MH2;SHZ,1973-146,0,MH1;MH2;SHZ,,1
levent-06451,natural_impact,1973-05-26T01:02:00,S15,MH1;MH2;MHZ,1973-146,0,MH1;MH2;MHZ,,1
levent-06451,natural_impact,1973-05-26T01:02:00,S16,MH1;MH2;MHZ;SHZ,1973-146,0,MH1;MH2;MHZ;SHZ,,1
levent-06462,deep_moonquake_assigned,1973-05-27T21:04:00,S14,MH2,1973-147,0,MH2,,1
levent-06462,deep_moonquake_assigned,1973-05-27T21:04:00,S16,MH1;MH2;MHZ,1973-147,0,MH1;MH2;MHZ,,1
levent-06472,natural_impact,1973-05-28T16:08:00,S12,MH1;MH2;MHZ,1973-148,0,MH1;MH2;MHZ,,1
levent-06472,natural_impact,1973-05-28T16:08:00,S14,MH1;MH2,1973-148,0,MH1;MH2,,1
levent-06472,natural_impact,1973-05-28T16:08:00,S15,MH1;MH2,1973-148,0,MH1;MH2,,1
levent-06472,natural_impact,1973-05-28T16:08:00,S16,MH1;MH2;MHZ;SHZ,1973-148,0,MH1;MH2;MHZ;SHZ,,1
levent-06473,deep_moonquake_assigned,1973-05-28T17:36:00,S15,MH1;MH2,1973-148,0,MH1;MH2,,1
levent-06473,deep_moonquake_assigned,1973-05-28T17:36:00,S16,MH1;MH2;MHZ,1973-148,0,MH1;MH2;MHZ,,1
levent-06478,deep_moonquake_assigned,1973-05-29T02:56:00,S12,MH1;MH2;MHZ,1973-149,0,MH1;MH2;MHZ,,1
levent-06478,deep_moonquake_assigned,1973-05-29T02:56:00,S14,MH1;MH2,1973-149,0,MH1;MH2,,1
levent-06478,deep_moonquake_assigned,1973-05-29T02:56:00,S16,MH1;MH2;MHZ,1973-149,0,MH1;MH2;MHZ,,1
levent-06485,natural_impact,1973-05-29T10:01:00,S14,MH2,1973-149,0,MH2,,1
levent-06485,natural_impact,1973-05-29T10:01:00,S16,MH1;MH2;MHZ;SHZ,1973-149,0,MH1;MH2;MHZ;SHZ,,1
levent-06507,natural_impact,1973-06-01T22:39:00,S16,MH1;MH2,1973-152,0,MH1;MH2,,1
levent-06515,deep_moonquake_assigned,1973-06-03T01:25:00,S12,MH1;MH2;MHZ,1973-154,0,MH1;MH2;MHZ,,1
levent-06515,deep_moonquake_assigned,1973-06-03T01:25:00,S14,MH1;MH2;SHZ,1973-154,0,MH1;MH2;SHZ,,1
levent-06515,deep_moonquake_assigned,1973-06-03T01:25:00,S15,MH1;MH2,1973-154,0,MH1;MH2,,1
levent-06515,deep_moonquake_assigned,1973-06-03T01:25:00,S16,MH1;MH2,1973-154,0,MH1;MH2,,1
levent-06522,natural_impact,1973-06-05T02:38:00,S12,MH1;MH2;MHZ,1973-156,0,MH1;MH2;MHZ,,1
levent-06522,natural_impact,1973-06-05T02:38:00,S14,MH1;MH2;SHZ,1973-156,0,MH1;MH2;SHZ,,1
levent-06522,natural_impact,1973-06-05T02:38:00,S15,MH1;MH2,1973-156,0,MH1;MH2,,1
levent-06522,natural_impact,1973-06-05T02:38:00,S16,MH1;MH2;MHZ,1973-156,0,MH1;MH2;MHZ,,1
levent-06524,deep_moonquake_assigned,1973-06-05T11:10:00,S12,MH1;MH2;MHZ,1973-156,0,MH1;MH2;MHZ,,1
levent-06524,deep_moonquake_assigned,1973-06-05T11:10:00,S14,MH1;MH2;SHZ,1973-156,0,MH1;MH2;SHZ,,1
levent-06554,deep_moonquake_assigned,1973-06-16T13:27:00,S14,MH1;MH2,1973-167,0,MH1;MH2,,1
levent-06554,deep_moonquake_assigned,1973-06-16T13:27:00,S15,MH1;MH2;MHZ,1973-167,0,MH1;MH2;MHZ,,1
levent-06559,natural_impact,1973-06-18T01:42:00,S12,MH1;MH2;MHZ,1973-169,0,MH1;MH2;MHZ,,1
levent-06559,natural_impact,1973-06-18T01:42:00,S14,MH1;MH2;SHZ,1973-169,0,MH1;MH2;SHZ,,1
levent-06566,natural_impact,1973-06-20T16:00:00,S12,MH1;MH2;MHZ,1973-171,0,MH1;MH2;MHZ,,1
levent-06569,natural_impact,1973-06-22T06:42:00,S12,MH1;MH2;MHZ,1973-173,0,MH1;MH2;MHZ,,1
levent-06569,natural_impact,1973-06-22T06:42:00,S14,MH1;MH2,1973-173,0,MH1;MH2,,1
levent-06569,natural_impact,1973-06-22T06:42:00,S16,MH1;MH2;MHZ,1973-173,0,MH1;MH2;MHZ,,1
levent-06593,deep_moonquake_assigned,1973-06-25T20:03:00,S12,MH1;MH2;MHZ,1973-176,0,MH1;MH2;MHZ,,1
levent-06593,deep_moonquake_assigned,1973-06-25T20:03:00,S14,MH1;MH2;SHZ,1973-176,0,MH1;MH2;SHZ,,1
levent-06598,deep_moonquake_assigned,1973-06-25T23:57:00,S12,MH1;MH2;MHZ,1973-176;1973-177,1,MH1;MH2;MHZ,,1
levent-06598,deep_moonquake_assigned,1973-06-25T23:57:00,S14,MH1;MH2,1973-176;1973-177,1,MH1;MH2,,1
levent-06598,deep_moonquake_assigned,1973-06-25T23:57:00,S16,MH1;MHZ,1973-176;1973-177,1,MH1;MHZ,,1
levent-06612,deep_moonquake_assigned,1973-06-26T20:51:00,S12,MH1;MH2;MHZ,1973-177,0,MH1;MH2;MHZ,,1
levent-06612,deep_moonquake_assigned,1973-06-26T20:51:00,S14,MH1;MH2,1973-177,0,MH1;MH2,,1
levent-06612,deep_moonquake_assigned,1973-06-26T20:51:00,S15,MH1;MH2;MHZ,1973-177,0,MH1;MH2;MHZ,,1
levent-06612,deep_moonquake_assigned,1973-06-26T20:51:00,S16,MH1;MHZ,1973-177,0,MH1;MHZ,,1
levent-06620,natural_impact,1973-06-27T18:36:00,S12,MH1;MH2;MHZ,1973-178,0,MH1;MH2;MHZ,,1
levent-06620,natural_impact,1973-06-27T18:36:00,S14,MH1;MH2;MHZ,1973-178,0,MH1;MH2,MHZ,1
levent-06620,natural_impact,1973-06-27T18:36:00,S15,MH1;MH2;MHZ,1973-178,0,MH1;MH2;MHZ,,1
levent-06623,deep_moonquake_assigned,1973-06-27T23:51:00,S12,MH1;MH2;MHZ,1973-178,0,MH1;MH2;MHZ,,1
levent-06623,deep_moonquake_assigned,1973-06-27T23:51:00,S14,MH2,1973-178,0,MH2,,1
levent-06623,deep_moonquake_assigned,1973-06-27T23:51:00,S15,MH1;MHZ,1973-178,0,MH1;MHZ,,1
levent-06640,deep_moonquake_assigned,1973-06-30T01:56:00,S12,MH1;MH2;MHZ,1973-181,0,MH1;MH2;MHZ,,1
levent-06640,deep_moonquake_assigned,1973-06-30T01:56:00,S14,MH1;MH2;SHZ,1973-181,0,MH1;MH2;SHZ,,1
levent-06640,deep_moonquake_assigned,1973-06-30T01:56:00,S15,MH1;MH2;MHZ,1973-181,0,MH1;MH2;MHZ,,1
levent-06640,deep_moonquake_assigned,1973-06-30T01:56:00,S16,MH1,1973-181,0,MH1,,1
levent-06641,deep_moonquake_assigned,1973-06-30T03:49:00,S14,MH1;MH2;SHZ,1973-181,0,MH1;MH2;SHZ,,1
levent-06641,deep_moonquake_assigned,1973-06-30T03:49:00,S15,MH2,1973-181,0,MH2,,1
levent-06641,deep_moonquake_assigned,1973-06-30T03:49:00,S16,MH1,1973-181,0,MH1,,1
levent-06658,deep_moonquake_assigned,1973-07-03T03:07:00,S12,MH1;MH2;MHZ,1973-184,0,MH1;MH2;MHZ,,1
levent-06658,deep_moonquake_assigned,1973-07-03T03:07:00,S14,MH1;MH2,1973-184,0,MH1;MH2,,1
levent-06658,deep_moonquake_assigned,1973-07-03T03:07:00,S16,MH1,1973-184,0,MH1,,1
levent-06659,deep_moonquake_assigned,1973-07-03T03:56:00,S12,MH1;MH2;MHZ,1973-184,0,MH1;MH2;MHZ,,1
levent-06659,deep_moonquake_assigned,1973-07-03T03:56:00,S14,MH1;MH2,1973-184,0,MH1;MH2,,1
levent-06659,deep_moonquake_assigned,1973-07-03T03:56:00,S16,MH1,1973-184,0,MH1,,1
levent-06662,natural_impact,1973-07-03T18:15:00,S12,MH1;MH2;MHZ,1973-184,0,MH1;MH2;MHZ,,1
levent-06662,natural_impact,1973-07-03T18:15:00,S14,MH1;MH2,1973-184,0,MH1;MH2,,1
levent-06662,natural_impact,1973-07-03T18:15:00,S15,MH1;MH2;MHZ,1973-184,0,MH1;MH2;MHZ,,1
levent-06662,natural_impact,1973-07-03T18:15:00,S16,MH1;MHZ,1973-184,0,MH1;MHZ,,1
levent-06664,natural_impact,1973-07-04T02:46:00,S12,MH1;MH2;MHZ,1973-185,0,MH1;MH2;MHZ,,1
levent-06664,natural_impact,1973-07-04T02:46:00,S14,MH1;MH2,1973-185,0,MH1;MH2,,1
levent-06664,natural_impact,1973-07-04T02:46:00,S15,MH1;MH2;MHZ,1973-185,0,MH1;MH2;MHZ,,1
levent-06664,natural_impact,1973-07-04T02:46:00,S16,MH1;MH2;MHZ,1973-185,0,MH1;MH2;MHZ,,1
levent-06672,natural_impact,1973-07-06T07:37:00,S14,MH1;MH2;SHZ,1973-187,0,MH1;MH2;SHZ,,1
levent-06676,natural_impact,1973-07-08T05:57:00,S14,MH1;MH2,1973-189,0,MH1;MH2,,1
levent-06685,deep_moonquake_assigned,1973-07-10T13:32:00,S16,MH1;MH2,1973-191,0,MH1;MH2,,1
levent-06714,deep_moonquake_assigned,1973-07-13T07:43:00,S12,MHZ,1973-194,0,MHZ,,1
levent-06714,deep_moonquake_assigned,1973-07-13T07:43:00,S15,MH2,1973-194,0,MH2,,1
levent-06714,deep_moonquake_assigned,1973-07-13T07:43:00,S16,MH1;MH2;MHZ,1973-194,0,MH1;MH2;MHZ,,1
levent-06721,deep_moonquake_assigned,1973-07-14T06:55:00,S12,MHZ,1973-195,0,MHZ,,1
levent-06721,deep_moonquake_assigned,1973-07-14T06:55:00,S16,MH1;MH2;MHZ,1973-195,0,MH1;MH2;MHZ,,1
levent-06731,deep_moonquake_assigned,1973-07-16T21:57:00,S12,MHZ,1973-197,0,MHZ,,1
levent-06731,deep_moonquake_assigned,1973-07-16T21:57:00,S14,MH1;MH2,1973-197,0,MH1;MH2,,1
levent-06731,deep_moonquake_assigned,1973-07-16T21:57:00,S15,MH1;MH2;MHZ,1973-197,0,MH1;MH2;MHZ,,1
levent-06731,deep_moonquake_assigned,1973-07-16T21:57:00,S16,MH2,1973-197,0,MH2,,1
levent-06735,natural_impact,1973-07-17T09:58:00,S15,MH1;MH2;SHZ,1973-198,0,MH1;MH2;SHZ,,1
levent-06743,natural_impact,1973-07-20T08:18:00,S12,MH1;MH2;MHZ,1973-201,0,MH1;MH2;MHZ,,1
levent-06743,natural_impact,1973-07-20T08:18:00,S14,MH1;MH2,1973-201,0,MH1;MH2,,1
levent-06743,natural_impact,1973-07-20T08:18:00,S16,MH1;MH2,1973-201,0,MH1;MH2,,1
levent-06745,deep_moonquake_assigned,1973-07-20T19:02:00,S12,MH1;MH2;MHZ,1973-201,0,MH1;MH2;MHZ,,1
levent-06745,deep_moonquake_assigned,1973-07-20T19:02:00,S14,MH1;MH2;SHZ,1973-201,0,MH1;MH2;SHZ,,1
levent-06752,deep_moonquake_assigned,1973-07-22T10:08:00,S16,MH1;MH2,1973-203,0,MH1;MH2,,1
levent-06758,natural_impact,1973-07-23T01:14:00,S12,MH1;MH2;MHZ,1973-204,0,MH1;MH2;MHZ,,1
levent-06758,natural_impact,1973-07-23T01:14:00,S14,SHZ,1973-204,0,SHZ,,1
levent-06769,deep_moonquake_assigned,1973-07-23T21:50:00,S12,MHZ,1973-204,0,MHZ,,1
levent-06769,deep_moonquake_assigned,1973-07-23T21:50:00,S15,MH1;MH2;MHZ,1973-204,0,MH1;MH2;MHZ,,1
levent-06769,deep_moonquake_assigned,1973-07-23T21:50:00,S16,MH1;MH2;MHZ;SHZ,1973-204,0,MH1;MH2;MHZ;SHZ,,1
levent-06770,deep_moonquake_assigned,1973-07-24T02:30:00,S12,MH1;MH2;MHZ,1973-205,0,MH1;MH2;MHZ,,1
levent-06770,deep_moonquake_assigned,1973-07-24T02:30:00,S15,MH2,1973-205,0,MH2,,1
levent-06770,deep_moonquake_assigned,1973-07-24T02:30:00,S16,MH1;MH2,1973-205,0,MH1;MH2,,1
levent-06780,natural_impact,1973-07-25T17:00:00,S15,MH1;MH2;MHZ;SHZ,1973-206,0,MH1;MH2;MHZ;SHZ,,1
levent-06785,deep_moonquake_assigned,1973-07-26T06:45:00,S12,MH1;MH2;MHZ,1973-207,0,MH1;MH2;MHZ,,1
levent-06785,deep_moonquake_assigned,1973-07-26T06:45:00,S14,MH1;MH2,1973-207,0,MH1;MH2,,1
levent-06785,deep_moonquake_assigned,1973-07-26T06:45:00,S15,MH1;MH2,1973-207,0,MH1;MH2,,1
levent-06785,deep_moonquake_assigned,1973-07-26T06:45:00,S16,MH1;MH2;MHZ;SHZ,1973-207,0,MH1;MH2;MHZ;SHZ,,1
levent-06793,natural_impact,1973-07-28T00:52:00,S12,MH1;MH2;MHZ,1973-209,0,MH1;MH2;MHZ,,1
